City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident ID,State Name
"Unknown",2018,"March","Monday",1899-12-30 05:31:00.000,"Minor",3,"Car",1,1,"Clear","Urban Road","Under Construction","Daylight","Signals",33,62,"Male","Valid","No","Bridge",846,"Odisha"
"Unknown",2020,"February","Thursday",1899-12-30 20:53:00.000,"Minor",4,"Cycle",3,2,"Rainy","State Highway","Under Construction","Daylight","Signs",83,48,"Female","Valid","No","Intersection",857,"Mizoram"
"Unknown",2018,"December","Tuesday",1899-12-30 11:57:00.000,"Minor",2,"Cycle",7,1,"Rainy","Urban Road","Under Construction","Dusk","Signs",35,35,"Female","Valid","Yes","Straight Road",901,"Arunachal Pradesh"
"Unknown",2020,"March","Thursday",1899-12-30 05:53:00.000,"Minor",3,"Truck",10,2,"Rainy","State Highway","Damaged","Dark","Police Checkpost",112,54,"Female","Valid","No","Bridge",950,"Jammu and Kashmir"
"Unknown",2019,"February","Wednesday",1899-12-30 22:46:00.000,"Minor",2,"Two-Wheeler",9,3,"Clear","Urban Road","Dry","Dawn","Police Checkpost",106,70,"Female","Valid","Yes","Straight Road",1008,"Nagaland"
"Unknown",2018,"July","Thursday",1899-12-30 05:44:00.000,"Minor",1,"Auto-Rickshaw",2,1,"Hazy","Urban Road","Wet","Daylight","Signs",114,59,"Female","Valid","Yes","Curve",1029,"Meghalaya"
"Unknown",2020,"January","Friday",1899-12-30 07:33:00.000,"Minor",3,"Auto-Rickshaw",10,5,"Rainy","Urban Road","Wet","Dawn","None",99,53,"Female","Valid","Yes","Curve",1043,"Chhattisgarh"
"Unknown",2021,"April","Tuesday",1899-12-30 19:33:00.000,"Minor",3,"Cycle",9,5,"Rainy","Village Road","Dry","Dusk","None",91,37,"Male","Valid","Yes","Curve",1055,"Uttarakhand"
"Unknown",2021,"January","Monday",1899-12-30 01:11:00.000,"Minor",3,"Car",6,4,"Rainy","National Highway","Damaged","Dusk","Signals",38,20,"Male","Valid","No","Intersection",1072,"Sikkim"
"Unknown",2022,"June","Sunday",1899-12-30 12:00:00.000,"Minor",2,"Auto-Rickshaw",0,0,"Foggy","Village Road","Wet","Dawn","Police Checkpost",107,38,"Female","Valid","No","Curve",1078,"Arunachal Pradesh"
"Unknown",2022,"May","Sunday",1899-12-30 04:34:00.000,"Minor",3,"Truck",3,4,"Rainy","Urban Road","Damaged","Dawn","Signs",89,62,"Female","Valid","No","Curve",1084,"Jharkhand"
"Unknown",2022,"July","Sunday",1899-12-30 01:49:00.000,"Minor",3,"Bus",4,5,"Rainy","State Highway","Under Construction","Daylight","Signals",113,18,"Male","Valid","Yes","Intersection",1085,"Assam"
"Unknown",2022,"January","Saturday",1899-12-30 16:13:00.000,"Minor",1,"Cycle",3,3,"Clear","State Highway","Damaged","Daylight","Signs",75,38,"Male","Valid","No","Curve",1097,"Puducherry"
"Unknown",2018,"June","Monday",1899-12-30 05:18:00.000,"Minor",1,"Bus",5,1,"Hazy","State Highway","Wet","Dark","Signals",96,58,"Male","Valid","Yes","Straight Road",1109,"Haryana"
"Unknown",2018,"August","Friday",1899-12-30 01:09:00.000,"Minor",4,"Pedestrian",9,4,"Hazy","National Highway","Damaged","Dawn","Police Checkpost",94,21,"Female","Valid","Yes","Bridge",1111,"Telangana"
"Unknown",2019,"December","Monday",1899-12-30 17:25:00.000,"Minor",5,"Cycle",2,5,"Clear","National Highway","Under Construction","Dusk","Signals",68,69,"Male","Valid","Yes","Straight Road",1117,"Nagaland"
"Unknown",2019,"November","Saturday",1899-12-30 03:13:00.000,"Minor",5,"Pedestrian",1,2,"Clear","National Highway","Under Construction","Dawn","None",46,37,"Male","Valid","Yes","Bridge",1144,"Nagaland"
"Unknown",2023,"October","Wednesday",1899-12-30 20:07:00.000,"Minor",4,"Cycle",2,0,"Hazy","Village Road","Damaged","Daylight","Signs",119,42,"Male","Valid","Yes","Curve",1196,"Manipur"
"Unknown",2018,"December","Friday",1899-12-30 04:28:00.000,"Minor",2,"Bus",6,2,"Foggy","Village Road","Under Construction","Dusk","Signs",76,28,"Female","Valid","Yes","Bridge",1199,"Tripura"
"Unknown",2019,"August","Tuesday",1899-12-30 07:15:00.000,"Minor",4,"Car",0,4,"Clear","Urban Road","Wet","Daylight","None",115,27,"Female","Valid","No","Bridge",1222,"Goa"
"Unknown",2023,"March","Tuesday",1899-12-30 02:32:00.000,"Minor",4,"Bus",6,4,"Foggy","Urban Road","Wet","Dark","Signs",47,20,"Male","Valid","No","Curve",1293,"Jharkhand"
"Unknown",2020,"August","Saturday",1899-12-30 11:48:00.000,"Minor",1,"Cycle",7,1,"Hazy","National Highway","Under Construction","Dawn","Signals",82,41,"Male","Valid","No","Intersection",1298,"Kerala"
"Unknown",2020,"December","Monday",1899-12-30 13:00:00.000,"Minor",3,"Pedestrian",1,4,"Rainy","Urban Road","Wet","Dusk","Police Checkpost",35,55,"Female","Valid","No","Intersection",1304,"Chhattisgarh"
"Unknown",2022,"February","Friday",1899-12-30 17:21:00.000,"Minor",1,"Car",2,1,"Hazy","State Highway","Under Construction","Dawn","Police Checkpost",53,22,"Female","Valid","No","Intersection",1312,"Jammu and Kashmir"
"Unknown",2022,"August","Wednesday",1899-12-30 22:12:00.000,"Minor",4,"Truck",4,0,"Hazy","Village Road","Under Construction","Dusk","Police Checkpost",62,21,"Male","Valid","Yes","Intersection",1356,"Kerala"
"Unknown",2018,"July","Sunday",1899-12-30 13:16:00.000,"Minor",3,"Cycle",2,1,"Clear","State Highway","Wet","Daylight","Signs",117,25,"Female","Valid","Yes","Straight Road",1425,"Tripura"
"Unknown",2020,"July","Friday",1899-12-30 01:31:00.000,"Minor",3,"Cycle",9,2,"Rainy","Urban Road","Wet","Dark","Signals",41,70,"Male","Valid","Yes","Straight Road",1488,"Haryana"
"Unknown",2022,"February","Thursday",1899-12-30 06:50:00.000,"Minor",1,"Two-Wheeler",5,0,"Rainy","State Highway","Damaged","Dawn","Signs",103,44,"Female","Valid","No","Bridge",1489,"Kerala"
"Unknown",2019,"December","Wednesday",1899-12-30 12:36:00.000,"Minor",3,"Truck",1,2,"Clear","State Highway","Dry","Daylight","None",95,70,"Male","Valid","No","Intersection",1491,"Jharkhand"
"Unknown",2021,"April","Tuesday",1899-12-30 06:00:00.000,"Minor",4,"Auto-Rickshaw",9,2,"Hazy","Urban Road","Wet","Daylight","None",78,21,"Male","Valid","No","Bridge",1535,"Himachal Pradesh"
"Unknown",2022,"February","Tuesday",1899-12-30 06:00:00.000,"Minor",5,"Truck",10,4,"Clear","National Highway","Damaged","Dawn","Police Checkpost",87,43,"Female","Valid","No","Intersection",1557,"Nagaland"
"Unknown",2022,"September","Tuesday",1899-12-30 11:09:00.000,"Minor",3,"Cycle",3,5,"Rainy","Village Road","Damaged","Dark","Signals",59,68,"Male","Valid","No","Bridge",1561,"Telangana"
"Unknown",2019,"July","Friday",1899-12-30 21:14:00.000,"Minor",1,"Truck",10,1,"Rainy","Urban Road","Wet","Dark","Police Checkpost",72,49,"Female","Valid","Yes","Intersection",1577,"Telangana"
"Unknown",2019,"April","Wednesday",1899-12-30 19:54:00.000,"Minor",4,"Bus",1,5,"Rainy","State Highway","Damaged","Dusk","Signs",92,63,"Female","Valid","No","Curve",1630,"Meghalaya"
"Unknown",2022,"October","Sunday",1899-12-30 10:57:00.000,"Minor",3,"Cycle",2,2,"Foggy","Urban Road","Under Construction","Dark","Signals",69,34,"Female","Valid","Yes","Straight Road",1643,"Kerala"
"Unknown",2023,"December","Monday",1899-12-30 08:06:00.000,"Minor",4,"Cycle",9,5,"Foggy","State Highway","Wet","Dark","Signals",86,66,"Female","Valid","Yes","Straight Road",1647,"Manipur"
"Unknown",2023,"July","Saturday",1899-12-30 02:34:00.000,"Minor",4,"Car",8,0,"Rainy","Urban Road","Dry","Dawn","Police Checkpost",78,42,"Male","Valid","Yes","Intersection",1657,"Nagaland"
"Unknown",2019,"May","Friday",1899-12-30 07:19:00.000,"Minor",5,"Truck",4,4,"Rainy","Urban Road","Under Construction","Dusk","None",35,58,"Female","Valid","Yes","Intersection",1669,"Chhattisgarh"
"Unknown",2020,"March","Sunday",1899-12-30 06:42:00.000,"Minor",5,"Two-Wheeler",4,2,"Clear","Village Road","Dry","Dusk","Police Checkpost",50,45,"Female","Valid","Yes","Bridge",1677,"Sikkim"
"Unknown",2019,"October","Tuesday",1899-12-30 19:51:00.000,"Minor",4,"Car",3,3,"Clear","State Highway","Damaged","Daylight","None",90,62,"Male","Valid","Yes","Straight Road",1680,"Arunachal Pradesh"
"Unknown",2022,"May","Thursday",1899-12-30 04:55:00.000,"Minor",5,"Two-Wheeler",7,0,"Clear","Village Road","Damaged","Dark","Signs",64,22,"Male","Valid","Yes","Bridge",1683,"Telangana"
"Unknown",2021,"November","Thursday",1899-12-30 00:26:00.000,"Minor",5,"Auto-Rickshaw",3,2,"Clear","Urban Road","Damaged","Daylight","Police Checkpost",96,57,"Female","Valid","Yes","Straight Road",1684,"Sikkim"
"Unknown",2018,"April","Thursday",1899-12-30 20:43:00.000,"Minor",5,"Auto-Rickshaw",6,5,"Clear","State Highway","Wet","Dark","Police Checkpost",55,47,"Female","Valid","Yes","Intersection",1705,"Bihar"
"Unknown",2020,"May","Friday",1899-12-30 18:56:00.000,"Minor",5,"Car",3,1,"Hazy","State Highway","Wet","Dawn","Signals",33,68,"Female","Valid","No","Intersection",1722,"Himachal Pradesh"
"Unknown",2019,"December","Sunday",1899-12-30 23:51:00.000,"Minor",2,"Auto-Rickshaw",0,2,"Rainy","Village Road","Dry","Dawn","Police Checkpost",53,25,"Female","Valid","No","Curve",1735,"Haryana"
"Unknown",2019,"January","Friday",1899-12-30 15:02:00.000,"Minor",3,"Two-Wheeler",2,1,"Foggy","Village Road","Under Construction","Daylight","Signals",40,54,"Male","Valid","Yes","Straight Road",1736,"Haryana"
"Unknown",2023,"February","Saturday",1899-12-30 19:28:00.000,"Minor",4,"Car",5,4,"Rainy","National Highway","Damaged","Dusk","None",115,32,"Female","Valid","No","Intersection",1737,"Assam"
"Unknown",2020,"October","Monday",1899-12-30 04:48:00.000,"Minor",4,"Cycle",9,1,"Hazy","Village Road","Under Construction","Daylight","Police Checkpost",113,47,"Female","Valid","Yes","Bridge",1743,"Assam"
"Unknown",2023,"October","Sunday",1899-12-30 07:45:00.000,"Minor",2,"Auto-Rickshaw",6,3,"Clear","State Highway","Wet","Dawn","Signals",39,23,"Male","Valid","No","Intersection",1750,"Himachal Pradesh"
"Unknown",2021,"June","Wednesday",1899-12-30 17:17:00.000,"Minor",4,"Truck",1,5,"Rainy","National Highway","Damaged","Dark","Signs",93,67,"Male","Valid","No","Curve",1765,"Chandigarh"
"Unknown",2019,"May","Sunday",1899-12-30 21:07:00.000,"Minor",3,"Pedestrian",9,2,"Hazy","Urban Road","Dry","Dusk","Police Checkpost",30,33,"Female","Valid","No","Curve",1781,"Sikkim"
"Unknown",2020,"May","Monday",1899-12-30 08:26:00.000,"Minor",1,"Bus",4,2,"Hazy","State Highway","Damaged","Dusk","Signals",88,45,"Male","Valid","No","Straight Road",1785,"Himachal Pradesh"
"Unknown",2019,"February","Tuesday",1899-12-30 04:01:00.000,"Minor",3,"Truck",2,0,"Rainy","National Highway","Wet","Dawn","Police Checkpost",79,34,"Male","Valid","No","Bridge",1790,"Himachal Pradesh"
"Unknown",2020,"September","Friday",1899-12-30 11:11:00.000,"Minor",4,"Two-Wheeler",7,5,"Foggy","National Highway","Under Construction","Dark","None",52,70,"Female","Valid","No","Bridge",1794,"Punjab"
"Unknown",2023,"August","Tuesday",1899-12-30 18:40:00.000,"Minor",2,"Pedestrian",6,1,"Hazy","State Highway","Wet","Dawn","None",31,20,"Male","Valid","No","Bridge",1875,"Uttarakhand"
"Unknown",2022,"June","Saturday",1899-12-30 23:43:00.000,"Minor",5,"Auto-Rickshaw",2,0,"Clear","State Highway","Dry","Dark","Signals",78,58,"Female","Valid","No","Straight Road",1892,"Puducherry"
"Unknown",2019,"December","Wednesday",1899-12-30 18:24:00.000,"Minor",4,"Car",9,2,"Foggy","Urban Road","Wet","Dark","Police Checkpost",59,41,"Female","Valid","No","Straight Road",1917,"Manipur"
"Unknown",2022,"April","Sunday",1899-12-30 12:56:00.000,"Minor",1,"Truck",8,0,"Hazy","Village Road","Dry","Dark","Signals",61,29,"Male","Valid","Yes","Curve",1939,"Manipur"
"Unknown",2023,"March","Tuesday",1899-12-30 14:28:00.000,"Minor",4,"Truck",6,0,"Hazy","Village Road","Dry","Daylight","Police Checkpost",34,53,"Female","Valid","Yes","Bridge",1944,"Odisha"
"Unknown",2018,"December","Sunday",1899-12-30 17:19:00.000,"Minor",5,"Bus",1,3,"Hazy","Village Road","Wet","Dawn","Police Checkpost",34,42,"Male","Valid","No","Intersection",1958,"Manipur"
"Unknown",2020,"August","Sunday",1899-12-30 15:30:00.000,"Minor",1,"Auto-Rickshaw",3,3,"Clear","Village Road","Damaged","Dawn","Police Checkpost",70,27,"Male","Valid","Yes","Intersection",1967,"Haryana"
"Unknown",2018,"February","Tuesday",1899-12-30 07:25:00.000,"Minor",3,"Truck",5,2,"Clear","National Highway","Under Construction","Dusk","Police Checkpost",65,59,"Female","Valid","No","Curve",1979,"Goa"
"Unknown",2022,"June","Sunday",1899-12-30 15:11:00.000,"Minor",1,"Truck",1,0,"Rainy","National Highway","Damaged","Dawn","Signs",42,67,"Male","Valid","No","Intersection",1983,"Uttarakhand"
"Unknown",2018,"June","Thursday",1899-12-30 14:58:00.000,"Minor",5,"Auto-Rickshaw",9,2,"Foggy","State Highway","Under Construction","Dawn","Signals",97,55,"Female","Valid","No","Straight Road",1998,"Madhya Pradesh"
"Unknown",2020,"July","Wednesday",1899-12-30 22:14:00.000,"Minor",5,"Two-Wheeler",2,5,"Hazy","National Highway","Dry","Dawn","Police Checkpost",35,29,"Male","Valid","No","Curve",2005,"Arunachal Pradesh"
"Unknown",2023,"December","Saturday",1899-12-30 14:42:00.000,"Minor",3,"Pedestrian",5,1,"Foggy","National Highway","Under Construction","Dawn","None",74,19,"Female","Valid","Yes","Intersection",2009,"Nagaland"
"Unknown",2020,"July","Thursday",1899-12-30 12:43:00.000,"Minor",3,"Auto-Rickshaw",0,2,"Foggy","Urban Road","Damaged","Daylight","Signals",41,62,"Male","Valid","Yes","Straight Road",2045,"Mizoram"
"Unknown",2020,"January","Wednesday",1899-12-30 07:24:00.000,"Minor",5,"Two-Wheeler",0,3,"Clear","Village Road","Under Construction","Dark","None",98,25,"Female","Valid","No","Intersection",2047,"Chhattisgarh"
"Unknown",2023,"April","Thursday",1899-12-30 04:30:00.000,"Minor",4,"Auto-Rickshaw",2,5,"Rainy","State Highway","Wet","Dark","None",117,52,"Male","Valid","Yes","Curve",2050,"Uttarakhand"
"Unknown",2018,"February","Thursday",1899-12-30 23:59:00.000,"Minor",5,"Truck",7,0,"Rainy","State Highway","Damaged","Daylight","Police Checkpost",116,37,"Female","Valid","No","Intersection",2052,"Goa"
"Unknown",2020,"January","Sunday",1899-12-30 08:05:00.000,"Minor",4,"Two-Wheeler",6,5,"Clear","National Highway","Damaged","Dawn","None",100,19,"Male","Valid","No","Curve",2070,"Madhya Pradesh"
"Unknown",2023,"November","Monday",1899-12-30 06:32:00.000,"Minor",3,"Pedestrian",0,5,"Foggy","Urban Road","Wet","Dark","Signs",106,58,"Female","Valid","No","Bridge",2072,"Haryana"
"Unknown",2020,"August","Saturday",1899-12-30 07:53:00.000,"Minor",5,"Bus",6,4,"Rainy","State Highway","Under Construction","Dusk","None",35,31,"Female","Valid","Yes","Intersection",2074,"Nagaland"
"Unknown",2018,"November","Friday",1899-12-30 04:30:00.000,"Minor",4,"Bus",9,3,"Clear","State Highway","Wet","Dawn","Signs",108,46,"Female","Valid","No","Bridge",2085,"Mizoram"
"Unknown",2021,"July","Thursday",1899-12-30 19:12:00.000,"Minor",1,"Auto-Rickshaw",4,5,"Rainy","Village Road","Damaged","Dawn","Signs",45,32,"Male","Valid","Yes","Intersection",2103,"Assam"
"Unknown",2023,"November","Wednesday",1899-12-30 03:54:00.000,"Minor",4,"Pedestrian",2,4,"Hazy","National Highway","Damaged","Dawn","Signs",107,51,"Male","Valid","Yes","Curve",2104,"Madhya Pradesh"
"Unknown",2023,"May","Tuesday",1899-12-30 16:59:00.000,"Minor",4,"Two-Wheeler",3,4,"Clear","National Highway","Dry","Daylight","Signs",44,25,"Female","Valid","Yes","Bridge",2107,"Chandigarh"
"Unknown",2022,"August","Tuesday",1899-12-30 02:47:00.000,"Minor",4,"Truck",0,3,"Foggy","Village Road","Wet","Dawn","Signals",103,27,"Female","Valid","Yes","Curve",2108,"Arunachal Pradesh"
"Unknown",2021,"January","Saturday",1899-12-30 17:04:00.000,"Minor",1,"Truck",1,0,"Rainy","National Highway","Under Construction","Daylight","Police Checkpost",101,41,"Male","Valid","No","Intersection",2124,"Meghalaya"
"Unknown",2023,"August","Wednesday",1899-12-30 13:16:00.000,"Minor",1,"Cycle",10,4,"Hazy","National Highway","Dry","Dark","Signals",99,54,"Female","Valid","Yes","Intersection",2125,"Punjab"
"Unknown",2019,"August","Saturday",1899-12-30 13:29:00.000,"Minor",1,"Truck",5,1,"Foggy","State Highway","Wet","Dark","Signs",87,21,"Female","Valid","Yes","Bridge",2130,"Jammu and Kashmir"
"Unknown",2020,"March","Monday",1899-12-30 06:27:00.000,"Minor",2,"Cycle",2,3,"Clear","Urban Road","Wet","Daylight","Police Checkpost",98,54,"Male","Valid","No","Bridge",2153,"Himachal Pradesh"
"Unknown",2023,"October","Thursday",1899-12-30 10:36:00.000,"Minor",2,"Pedestrian",8,1,"Clear","Urban Road","Dry","Dusk","Police Checkpost",44,51,"Male","Valid","Yes","Intersection",2187,"Puducherry"
"Unknown",2018,"May","Saturday",1899-12-30 17:09:00.000,"Minor",1,"Pedestrian",0,1,"Rainy","Village Road","Damaged","Dawn","Signals",88,21,"Male","Valid","No","Intersection",2188,"Puducherry"
"Unknown",2022,"October","Monday",1899-12-30 22:28:00.000,"Minor",3,"Auto-Rickshaw",2,5,"Foggy","National Highway","Under Construction","Dawn","Signals",82,63,"Female","Valid","No","Curve",2208,"Jharkhand"
"Unknown",2021,"August","Thursday",1899-12-30 12:39:00.000,"Minor",4,"Car",9,4,"Rainy","State Highway","Under Construction","Dusk","Police Checkpost",36,57,"Male","Valid","Yes","Intersection",2213,"Goa"
"Unknown",2023,"August","Sunday",1899-12-30 22:58:00.000,"Minor",1,"Cycle",0,3,"Hazy","Village Road","Under Construction","Dawn","Signals",89,34,"Female","Valid","Yes","Bridge",2236,"Assam"
"Unknown",2021,"December","Friday",1899-12-30 18:49:00.000,"Minor",5,"Bus",10,5,"Clear","National Highway","Dry","Dawn","Signals",36,24,"Male","Valid","Yes","Bridge",2291,"Sikkim"
"Unknown",2018,"August","Thursday",1899-12-30 08:26:00.000,"Minor",4,"Auto-Rickshaw",3,1,"Clear","Village Road","Wet","Dark","None",48,29,"Female","Valid","Yes","Bridge",2324,"Sikkim"
"Unknown",2022,"May","Friday",1899-12-30 23:48:00.000,"Minor",5,"Pedestrian",8,3,"Foggy","State Highway","Wet","Dawn","Signs",96,39,"Female","Valid","Yes","Intersection",2328,"Haryana"
"Unknown",2022,"August","Wednesday",1899-12-30 00:38:00.000,"Minor",3,"Two-Wheeler",9,3,"Rainy","Village Road","Under Construction","Dusk","None",103,60,"Female","Valid","No","Intersection",2351,"Assam"
"Unknown",2023,"March","Tuesday",1899-12-30 01:36:00.000,"Minor",1,"Auto-Rickshaw",6,1,"Hazy","Village Road","Wet","Dawn","Police Checkpost",47,65,"Male","Valid","No","Straight Road",2367,"Chhattisgarh"
"Unknown",2019,"August","Thursday",1899-12-30 03:52:00.000,"Minor",3,"Truck",6,1,"Hazy","State Highway","Wet","Dawn","Police Checkpost",107,20,"Female","Valid","No","Intersection",2389,"Uttarakhand"
"Unknown",2020,"October","Saturday",1899-12-30 10:45:00.000,"Minor",4,"Auto-Rickshaw",0,1,"Hazy","National Highway","Wet","Dusk","Signals",35,43,"Female","Valid","No","Curve",2405,"Chhattisgarh"
"Unknown",2021,"March","Thursday",1899-12-30 03:08:00.000,"Minor",4,"Car",4,5,"Clear","Village Road","Dry","Dusk","Police Checkpost",97,48,"Male","Valid","Yes","Bridge",2409,"Uttarakhand"
"Unknown",2018,"June","Tuesday",1899-12-30 08:30:00.000,"Minor",2,"Pedestrian",10,2,"Foggy","National Highway","Damaged","Dark","None",49,67,"Female","Valid","No","Straight Road",2410,"Puducherry"
"Unknown",2023,"June","Thursday",1899-12-30 08:19:00.000,"Minor",4,"Two-Wheeler",5,1,"Rainy","Urban Road","Under Construction","Dark","Police Checkpost",72,65,"Female","Valid","Yes","Curve",2420,"Mizoram"
"Unknown",2022,"September","Friday",1899-12-30 17:58:00.000,"Minor",3,"Pedestrian",8,4,"Rainy","Village Road","Under Construction","Dark","Signals",67,35,"Male","Valid","No","Intersection",2428,"Chhattisgarh"
"Unknown",2019,"August","Thursday",1899-12-30 23:56:00.000,"Minor",5,"Truck",9,4,"Foggy","National Highway","Dry","Dusk","Police Checkpost",73,19,"Male","Valid","No","Curve",2434,"Tripura"
"Unknown",2023,"May","Monday",1899-12-30 11:33:00.000,"Minor",5,"Two-Wheeler",4,5,"Rainy","Urban Road","Under Construction","Dusk","Signals",30,34,"Male","Valid","No","Intersection",2451,"Meghalaya"
"Unknown",2021,"September","Monday",1899-12-30 15:01:00.000,"Minor",2,"Auto-Rickshaw",10,2,"Foggy","Urban Road","Under Construction","Daylight","Signals",60,23,"Male","Valid","Yes","Bridge",2490,"Manipur"
"Unknown",2022,"July","Sunday",1899-12-30 09:27:00.000,"Minor",3,"Cycle",8,1,"Clear","Urban Road","Wet","Dusk","Signs",96,25,"Female","Valid","Yes","Bridge",2497,"Kerala"
"Unknown",2021,"November","Tuesday",1899-12-30 21:38:00.000,"Minor",2,"Auto-Rickshaw",7,3,"Clear","National Highway","Dry","Dark","None",50,43,"Female","Valid","Yes","Straight Road",2520,"Sikkim"
"Unknown",2023,"January","Sunday",1899-12-30 06:01:00.000,"Minor",4,"Bus",6,3,"Rainy","Village Road","Dry","Dusk","Signals",107,53,"Male","Valid","No","Bridge",2525,"Bihar"
